,identifier,author_all,title,year,journal,nSyllabi,nCites,category
955,weller1990metric,"Weller, Susan C.; Romney, A.  Kimball",Metric scaling: Correspondence analysis,1990,,1,413,
956,wesolowski2012quantifying,"Wesolowski, Amy; Eagle, Nathan; Tatem, Andrew J.; Smith, David L.; Noor, Abdisalan M.; Snow, Robert W.; Buckee, Caroline O.",Quantifying the impact of human mobility on malaria,2012,Science,1,374,
957,wesolowski2013impact,"Wesolowski, Amy; Eagle, Nathan; Noor, Abdisalan M.; Snow, Robert W.; Buckee, Caroline O.",The impact of biases in mobile phone ownership on estimates of human mobility,2013,Journal of the Royal Society Interface,1,83,
958,wesolowski2014commentary,"Wesolowski, Amy; Buckee, Caroline O.; Bengtsson, Linus; Wetter, Erik; Lu, Xin; Tatem, Andrew J.",Commentary: containing the Ebola outbreak-the potential and challenge of mobile network data,2014,PLoS currents,1,77,
959,wesolowski2014quantifying,"Wesolowski, Amy; Stresman, Gillian; Eagle, Nathan; Stevenson, Jennifer; Owaga, Chrispin; Marube, Elizabeth; Bousema, Teun; Drakeley, Christopher; Cox, Jonathan; Buckee, Caroline O.",Quantifying travel behavior for infectious disease research: a comparison of data from surveys and mobile phones,2014,Scientific reports,1,42,
960,western1994bayesian,"Western, Bruce; Jackman, Simon",Bayesian inference for comparative research,1994,American Political Science Review,1,229,
961,white2009thematization,"White, Jonathan",Thematization and collective positioning in everyday political talk,2009,British Journal of Political Science,1,23,
962,wickham2014advanced,"Wickham, Hadley",Advanced r,2014,,3,99,10
963,wickham2016r,"Wickham, Hadley; Grolemund, Garrett","R for data science: import, tidy, transform, visualize, and model data",2016,,3,54,10
964,wilensky1983story,"Wilensky, Robert",Story grammars versus story points,1983,Behavioral and Brain Sciences,1,182,
965,wilensky2015introduction,"Wilensky, Uri; Rand, William",An introduction to agent-based modeling,2015,"Modeling Natural, Social and Engineered Complex Systems with Netlogo. Massachusetts Institute of Technology Press, Cambridge, MA",1,227,
966,wilkerson2015tracing,"Wilkerson, John; Smith, David; Stramp, Nicholas",Tracing the flow of policy ideas in legislatures: A text reuse approach,2015,American Journal of Political Science,1,44,
967,wilkerson2017large,"Wilkerson, John; Casas, Andreu",Large-Scale Computerized Text Analysis in Political Science: Opportunities and Challenges,2017,Annual Review of Political Science,2,9,
968,williams2011data,"Williams, Graham",Data mining with Rattle and R: The art of excavating data for knowledge discovery,2011,,1,291,
969,williams2016hands,"Williams, G.",Hands-On Data Science with R: Text Mining,2016,,1,7,
970,winship1999estimation,"Winship, Christopher; Morgan, Stephen L.",The estimation of causal effects from observational data,1999,Annual review of sociology,1,907,
971,winship2007counterfactuals,"Winship, Christopher",Counterfactuals and causal inference: Methods and principles for social research,2007,,1,30,
972,wooldridge2010econometric,"Wooldridge, Jeffrey M.",Econometric analysis of cross section and panel data,2010,,1,34554,
973,woolley2000using,"Woolley, John T.",Using media-based data in studies of politics,2000,American Journal of Political Science,1,220,
974,wu2017large,"Wu, Lingfei; Wang, Dashun; Evans, James A.",Large Teams Have Developed Science and Technology; Small Teams Have Disrupted It,2017,,1,1,
975,yano2009predicting,"Yano, Tae; Cohen, William W.; Smith, Noah A.",Predicting response to political blog posts with topic models,2009,,1,104,
976,yano2010shedding,"Yano, Tae; Resnik, Philip; Smith, Noah A.",Shedding (a thousand points of) light on biased language,2010,,1,34,
977,yano2012textual,"Yano, Tae; Smith, Noah A.; Wilkerson, John D.",Textual predictors of bill survival in congressional committees,2012,,1,33,
978,yanow2015interpretation,"Yanow, Dvora; Schwartz-Shea, Peregrine",Interpretation and method: Empirical research methods and the interpretive turn,2015,,2,828,
979,ye2014diasporas,"Ye, Min",Diasporas and foreign direct investment in China and India,2014,,1,22,
980,young2012affective,"Young, Lori; Soroka, Stuart",Affective news: The automated coding of sentiment in political texts,2012,Political Communication,15,175,3
981,young2012you,"Young, Daniel Taylor",How Do You Measure a Constitutional Moment: Using Algorithmic Topic Modeling to Evaluate Bruce Ackerman's Theory of Constitutional Change,2012,Yale LJ,2,29,
982,yu2008classifying,"Yu, Bei; Kaufmann, Stefan; Diermeier, Daniel",Classifying party affiliation from political speech,2008,Journal of Information Technology \& Politics,9,135,5
983,yu2013language,"Yu, Bei",Language and gender in Congressional speech,2013,Literary and Linguistic Computing,1,20,
984,zaremba2014learning,"Zaremba, Wojciech; Sutskever, Ilya",Learning to execute,2014,arXiv preprint arXiv:1410.4615,1,206,
985,zeller1980measurement,"Zeller, Richard A.; Carmines, Edward G.",Measurement in the social sciences: The link between theory and data,1980,,1,923,
986,ziem2014frames,"Ziem, Alexander",Frames and constructions enhance text coherence: The case of DNI resolutions in spoken discourse,2014,Yearbook of the German Cognitive Linguistics Association,1,0,
987,zimmer2010but,"Zimmer, Michael",But the data is already public : on the ethics of research in Facebook,2010,Ethics and information technology,1,489,
988,zipf1932selected,"Zipf, George Kingsley",Selected studies of the principle of relative frequency in language,1932,,1,837,
989,zirn2014multidimensional,"Zirn, Cacilia; Stuckenschmidt, Heiner",Multidimensional topic analysis in political texts,2014,Data \& Knowledge Engineering,2,18,
990,zirn2016classifying,"Zirn, Cacilia; Glavas, Goran; Nanni, Federico; Eichorts, Jason; Stuckenschmidt, Heiner",Classifying topics and detecting topic shifts in political manifestos,2016,,2,7,
991,zorn2001generalized,"Zorn, Christopher J. W.",Generalized estimating equation models for correlated data: A review with applications,2001,American Journal of Political Science,1,601,
992,zumel2014practical,"Zumel, Nina; Mount, John; Porzak, Jim",Practical data science with R,2014,,3,94,10
